Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,#indicator+name,,,,,,#date+year,#indicator+type,#indicator+value+num,,
FRA,2012-07-01,2012-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2012,2012,,99.400000,X,base year is 2015
FRA,2013-07-01,2013-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2013,2013,,101.030000,X,base year is 2015
FRA,2014-07-01,2014-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2014,2014,,99.300000,X,base year is 2015
FRA,2015-07-01,2015-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2015,2015,,99.610000,X,base year is 2015
FRA,2016-07-01,2016-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2016,2016,,100.870000,X,base year is 2015
FRA,2017-07-01,2017-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2017,2017,,101.620000,X,base year is 2015
FRA,2018-07-01,2018-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2018,2018,,103.720000,X,base year is 2015
FRA,2019-07-01,2019-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2019,2019,,106.810000,X,base year is 2015
FRA,2020-07-01,2020-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2020,2020,,108.000000,X,base year is 2015
FRA,2021-07-01,2021-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2021,2021,,108.990000,X,base year is 2015
FRA,2022-07-01,2022-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2022,2022,,116.880000,X,base year is 2015
FRA,2023-07-01,2023-07-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7007,July,2023,2023,,132.280000,X,base year is 2015
FRA,2000-08-01,2000-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2000,2000,,77.490000,X,base year is 2015
FRA,2001-08-01,2001-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2001,2001,,82.280000,X,base year is 2015
FRA,2002-08-01,2002-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2002,2002,,83.500000,X,base year is 2015
FRA,2003-08-01,2003-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2003,2003,,86.120000,X,base year is 2015
FRA,2004-08-01,2004-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2004,2004,,85.430000,X,base year is 2015
FRA,2005-08-01,2005-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2005,2005,,85.790000,X,base year is 2015
FRA,2006-08-01,2006-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2006,2006,,87.830000,X,base year is 2015
FRA,2007-08-01,2007-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2007,2007,,88.850000,X,base year is 2015
FRA,2008-08-01,2008-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2008,2008,,93.640000,X,base year is 2015
FRA,2009-08-01,2009-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2009,2009,,92.620000,X,base year is 2015
FRA,2010-08-01,2010-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2010,2010,,93.860000,X,base year is 2015
FRA,2011-08-01,2011-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2011,2011,,96.720000,X,base year is 2015
FRA,2012-08-01,2012-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2012,2012,,98.830000,X,base year is 2015
FRA,2013-08-01,2013-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2013,2013,,100.510000,X,base year is 2015
FRA,2014-08-01,2014-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2014,2014,,98.690000,X,base year is 2015
FRA,2015-08-01,2015-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2015,2015,,99.480000,X,base year is 2015
FRA,2016-08-01,2016-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2016,2016,,101.040000,X,base year is 2015
FRA,2017-08-01,2017-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2017,2017,,101.680000,X,base year is 2015
FRA,2018-08-01,2018-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2018,2018,,104.010000,X,base year is 2015
FRA,2019-08-01,2019-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2019,2019,,107.350000,X,base year is 2015
FRA,2020-08-01,2020-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2020,2020,,108.240000,X,base year is 2015
FRA,2021-08-01,2021-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2021,2021,,109.750000,X,base year is 2015
FRA,2022-08-01,2022-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2022,2022,,118.950000,X,base year is 2015
FRA,2023-08-01,2023-08-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7008,August,2023,2023,,132.750000,X,base year is 2015
FRA,2000-09-01,2000-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2000,2000,,77.710000,X,base year is 2015
FRA,2001-09-01,2001-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2001,2001,,82.390000,X,base year is 2015
FRA,2002-09-01,2002-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2002,2002,,83.620000,X,base year is 2015
FRA,2003-09-01,2003-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2003,2003,,86.850000,X,base year is 2015
FRA,2004-09-01,2004-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2004,2004,,85.590000,X,base year is 2015
FRA,2005-09-01,2005-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2005,2005,,85.870000,X,base year is 2015
FRA,2006-09-01,2006-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2006,2006,,88.200000,X,base year is 2015
FRA,2007-09-01,2007-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2007,2007,,89.380000,X,base year is 2015
FRA,2008-09-01,2008-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2008,2008,,93.720000,X,base year is 2015
FRA,2009-09-01,2009-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2009,2009,,93.100000,X,base year is 2015
FRA,2010-09-01,2010-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2010,2010,,93.900000,X,base year is 2015
FRA,2011-09-01,2011-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2011,2011,,96.960000,X,base year is 2015
FRA,2012-09-01,2012-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2012,2012,,99.070000,X,base year is 2015
FRA,2013-09-01,2013-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2013,2013,,100.010000,X,base year is 2015
FRA,2014-09-01,2014-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2014,2014,,99.190000,X,base year is 2015
FRA,2015-09-01,2015-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2015,2015,,100.060000,X,base year is 2015
FRA,2016-09-01,2016-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2016,2016,,100.470000,X,base year is 2015
FRA,2017-09-01,2017-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2017,2017,,101.600000,X,base year is 2015
FRA,2018-09-01,2018-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2018,2018,,104.660000,X,base year is 2015
FRA,2019-09-01,2019-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2019,2019,,106.750000,X,base year is 2015
FRA,2020-09-01,2020-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2020,2020,,107.690000,X,base year is 2015
FRA,2021-09-01,2021-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2021,2021,,108.860000,X,base year is 2015
FRA,2022-09-01,2022-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2022,2022,,120.410000,X,base year is 2015
FRA,2023-09-01,2023-09-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7009,September,2023,2023,,132.390000,X,base year is 2015
FRA,2000-10-01,2000-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2000,2000,,77.990000,X,base year is 2015
FRA,2001-10-01,2001-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2001,2001,,82.720000,X,base year is 2015
FRA,2002-10-01,2002-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2002,2002,,83.860000,X,base year is 2015
FRA,2003-10-01,2003-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2003,2003,,86.450000,X,base year is 2015
FRA,2004-10-01,2004-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2004,2004,,85.610000,X,base year is 2015
FRA,2005-10-01,2005-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2005,2005,,86.040000,X,base year is 2015
FRA,2006-10-01,2006-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2006,2006,,87.880000,X,base year is 2015
FRA,2007-10-01,2007-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2007,2007,,89.890000,X,base year is 2015
FRA,2008-10-01,2008-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2008,2008,,94.170000,X,base year is 2015
FRA,2009-10-01,2009-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2009,2009,,93.540000,X,base year is 2015
FRA,2010-10-01,2010-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2010,2010,,93.980000,X,base year is 2015
FRA,2011-10-01,2011-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2011,2011,,97.310000,X,base year is 2015
FRA,2012-10-01,2012-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2012,2012,,100.010000,X,base year is 2015
FRA,2013-10-01,2013-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2013,2013,,99.890000,X,base year is 2015
FRA,2014-10-01,2014-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2014,2014,,99.580000,X,base year is 2015
FRA,2015-10-01,2015-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2015,2015,,100.600000,X,base year is 2015
FRA,2016-10-01,2016-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2016,2016,,100.400000,X,base year is 2015
FRA,2017-10-01,2017-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2017,2017,,102.070000,X,base year is 2015
FRA,2018-10-01,2018-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2018,2018,,104.460000,X,base year is 2015
FRA,2019-10-01,2019-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2019,2019,,106.220000,X,base year is 2015
FRA,2020-10-01,2020-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2020,2020,,107.930000,X,base year is 2015
FRA,2021-10-01,2021-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2021,2021,,108.660000,X,base year is 2015
FRA,2022-10-01,2022-10-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7010,October,2022,2022,,122.640000,X,base year is 2015
FRA,2000-11-01,2000-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2000,2000,,78.580000,X,base year is 2015
FRA,2001-11-01,2001-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2001,2001,,82.500000,X,base year is 2015
FRA,2002-11-01,2002-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2002,2002,,83.880000,X,base year is 2015
FRA,2003-11-01,2003-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2003,2003,,86.340000,X,base year is 2015
FRA,2004-11-01,2004-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2004,2004,,85.800000,X,base year is 2015
FRA,2005-11-01,2005-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2005,2005,,86.370000,X,base year is 2015
FRA,2006-11-01,2006-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2006,2006,,88.470000,X,base year is 2015
FRA,2007-11-01,2007-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2007,2007,,90.510000,X,base year is 2015
FRA,2008-11-01,2008-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2008,2008,,93.970000,X,base year is 2015
FRA,2009-11-01,2009-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2009,2009,,93.600000,X,base year is 2015
FRA,2010-11-01,2010-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2010,2010,,94.450000,X,base year is 2015
FRA,2011-11-01,2011-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2011,2011,,97.580000,X,base year is 2015
FRA,2012-11-01,2012-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2012,2012,,100.000000,X,base year is 2015
FRA,2013-11-01,2013-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2013,2013,,99.960000,X,base year is 2015
FRA,2014-11-01,2014-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2014,2014,,99.550000,X,base year is 2015
FRA,2015-11-01,2015-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2015,2015,,100.340000,X,base year is 2015
FRA,2016-11-01,2016-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2016,2016,,100.570000,X,base year is 2015
FRA,2017-11-01,2017-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2017,2017,,102.160000,X,base year is 2015
FRA,2018-11-01,2018-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2018,2018,,104.200000,X,base year is 2015
FRA,2019-11-01,2019-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2019,2019,,106.350000,X,base year is 2015
FRA,2020-11-01,2020-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2020,2020,,108.660000,X,base year is 2015
FRA,2021-11-01,2021-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2021,2021,,109.100000,X,base year is 2015
FRA,2022-11-01,2022-11-30,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7011,November,2022,2022,,123.260000,X,base year is 2015
FRA,2000-12-01,2000-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2000,2000,,78.670000,X,base year is 2015
FRA,2001-12-01,2001-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2001,2001,,82.820000,X,base year is 2015
FRA,2002-12-01,2002-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2002,2002,,84.000000,X,base year is 2015
FRA,2003-12-01,2003-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2003,2003,,86.050000,X,base year is 2015
FRA,2004-12-01,2004-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2004,2004,,86.050000,X,base year is 2015
FRA,2005-12-01,2005-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2005,2005,,86.730000,X,base year is 2015
FRA,2006-12-01,2006-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2006,2006,,88.290000,X,base year is 2015
FRA,2007-12-01,2007-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2007,2007,,91.130000,X,base year is 2015
FRA,2008-12-01,2008-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2008,2008,,94.010000,X,base year is 2015
FRA,2009-12-01,2009-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2009,2009,,93.490000,X,base year is 2015
FRA,2010-12-01,2010-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2010,2010,,94.660000,X,base year is 2015
FRA,2011-12-01,2011-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2011,2011,,97.890000,X,base year is 2015
FRA,2012-12-01,2012-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2012,2012,,100.020000,X,base year is 2015
FRA,2013-12-01,2013-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2013,2013,,100.100000,X,base year is 2015
FRA,2014-12-01,2014-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2014,2014,,99.480000,X,base year is 2015
FRA,2015-12-01,2015-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2015,2015,,100.000000,X,base year is 2015
FRA,2016-12-01,2016-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2016,2016,,100.730000,X,base year is 2015
FRA,2017-12-01,2017-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2017,2017,,102.180000,X,base year is 2015
FRA,2018-12-01,2018-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2018,2018,,104.850000,X,base year is 2015
FRA,2019-12-01,2019-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2019,2019,,107.010000,X,base year is 2015
FRA,2020-12-01,2020-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2020,2020,,108.210000,X,base year is 2015
FRA,2021-12-01,2021-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2021,2021,,109.740000,X,base year is 2015
FRA,2022-12-01,2022-12-31,68,'250,France,23013,"Consumer Prices, Food Indices (2015 = 100)",6125,Value,7012,December,2022,2022,,123.860000,X,base year is 2015
FRA,2000-01-01,2000-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2000,2000,,79.170000,X,base year is 2015
FRA,2001-01-01,2001-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2001,2001,,80.130000,X,base year is 2015
FRA,2002-01-01,2002-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2002,2002,,81.940000,X,base year is 2015
FRA,2003-01-01,2003-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2003,2003,,83.570000,X,base year is 2015
FRA,2004-01-01,2004-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2004,2004,,85.230000,X,base year is 2015
FRA,2005-01-01,2005-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2005,2005,,86.520000,X,base year is 2015
FRA,2006-01-01,2006-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2006,2006,,88.300000,X,base year is 2015
FRA,2007-01-01,2007-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2007,2007,,89.400000,X,base year is 2015
FRA,2008-01-01,2008-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2008,2008,,91.920000,X,base year is 2015
FRA,2009-01-01,2009-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2009,2009,,92.570000,X,base year is 2015
FRA,2010-01-01,2010-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2010,2010,,93.590000,X,base year is 2015
FRA,2011-01-01,2011-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2011,2011,,95.220000,X,base year is 2015
FRA,2012-01-01,2012-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2012,2012,,97.460000,X,base year is 2015
FRA,2013-01-01,2013-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2013,2013,,98.600000,X,base year is 2015
FRA,2014-01-01,2014-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2014,2014,,99.240000,X,base year is 2015
FRA,2015-01-01,2015-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2015,2015,,98.860000,X,base year is 2015
FRA,2016-01-01,2016-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2016,2016,,99.080000,X,base year is 2015
FRA,2017-01-01,2017-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2017,2017,,100.410000,X,base year is 2015
FRA,2018-01-01,2018-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2018,2018,,101.750000,X,base year is 2015
FRA,2019-01-01,2019-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2019,2019,,103.010000,X,base year is 2015
FRA,2020-01-01,2020-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2020,2020,,104.540000,X,base year is 2015
FRA,2021-01-01,2021-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2021,2021,,105.120000,X,base year is 2015
FRA,2022-01-01,2022-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2022,2022,,108.120000,X,base year is 2015
FRA,2023-01-01,2023-01-31,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7001,January,2023,2023,,114.600000,X,base year is 2015
FRA,2000-02-01,2000-02-29,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2000,2000,,79.270000,X,base year is 2015
FRA,2001-02-01,2001-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2001,2001,,80.350000,X,base year is 2015
FRA,2002-02-01,2002-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2002,2002,,82.040000,X,base year is 2015
FRA,2003-02-01,2003-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2003,2003,,84.150000,X,base year is 2015
FRA,2004-02-01,2004-02-29,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2004,2004,,85.590000,X,base year is 2015
FRA,2005-02-01,2005-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2005,2005,,87.050000,X,base year is 2015
FRA,2006-02-01,2006-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2006,2006,,88.640000,X,base year is 2015
FRA,2007-02-01,2007-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2007,2007,,89.570000,X,base year is 2015
FRA,2008-02-01,2008-02-29,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2008,2008,,92.120000,X,base year is 2015
FRA,2009-02-01,2009-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2009,2009,,92.920000,X,base year is 2015
FRA,2010-02-01,2010-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2010,2010,,94.110000,X,base year is 2015
FRA,2011-02-01,2011-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2011,2011,,95.670000,X,base year is 2015
FRA,2012-02-01,2012-02-29,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2012,2012,,97.860000,X,base year is 2015
FRA,2013-02-01,2013-02-28,68,'250,France,23012,"Consumer Prices, General Indices (2015 = 100)",6125,Value,7002,February,2013,2013,,98.880000,X,base year is 2015
